id,gen,plan,cred1,cred1y2,cred1.2y3,cred1234,nac_lug,otros_univ,ocup_rel,sit_labNT,horas,sexto,edad,edad_t,Xfem,Xhijos,Xocup,XeduP,XeduM,XocuP,XocuM,tratamiento,inst,EDA,MC.EDA,carr04,carr11,carr12,carr14,fecing4,fecing11,fecing12,fecing14,fecingEDA,julio,EDAoMCEDA,Xnac_lug,Xhoras,XeduM_num,XeduP_num,Xedu_H,Xsexto,cred1_prop,cred1_2012,cred1y2_prop,cred1y2_2012,cred1.2y3_prop,cred1.2y3_2012,cred1234_prop,cred1234_2012
680,2015,3. Plan 12   ,80,150,150,150,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,2,3,Asalariado,Dirección,1,52,0,0,0,0,1,0,NA,NA,23/02/2015,NA,NA,0,0,Montevideo,No trabaja,3,2,3,Montevideo Privada,0.888888889,80,0.833333333,150,0.555555556,150,0.416666667,150
681,2013,3. Plan 12   ,20,20,20,20,Río Negro,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,3,3,Asalariado,Asalariado,1,151,0,1,0,1,1,0,NA,4/2/2013,4/2/2013,NA,NA,0,1,Interior,No trabaja,3,3,3,Interior Publica,0.222222222,20,0.111111111,20,0.074074074,20,0.055555556,20
682,2015,3. Plan 12   ,35,100,100,100,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,2,2,Asalariado,Asalariado,1,194,0,1,0,1,1,0,NA,9/2/2015,17/12/2015,NA,NA,0,1,Montevideo,No trabaja,2,2,2,Montevideo Privada,0.388888889,35,0.555555556,100,0.37037037,100,0.277777778,100
683,2015,3. Plan 12   ,100,190,190,190,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,3,3,Dirección,Asalariado,1,204,0,0,0,0,1,0,NA,NA,9/2/2015,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Montevideo Privada,111.111.111.111.111,100,105.555.555.555.556,190,0.703703704,190,0.527777778,190
684,2015,3. Plan 12   ,120,160,160,160,Montevideo,No posee,No está relacionada,No corresponde,Trabaja de 21 a 30 hrs semanales,Montevideo Publica,18,t17.19,0,0,1,1,1,Dirección,No trabaja,1,352,0,0,0,1,1,1,NA,11/2/2015,11/2/2015,11/2/2015,NA,0,0,Montevideo,Trabaja menos de 30 horas,1,1,1,Montevideo Publica,133.333.333.333.333,120,0.888888889,160,0.592592593,160,0.444444444,160
685,2014,3. Plan 12   ,30,100,150,150,PaysandÃº,No posee,No corresponde,Trabajó y busca trabajo,No corresponde,Interior Privada,18,t17.19,1,0,0,3,2,Dirección,Asalariado,1,311,0,0,0,1,1,0,NA,20/02/2014,20/02/2014,NA,NA,0,0,Interior,No trabaja,2,3,3,Interior Privada,0.333333333,30,0.555555556,100,0.555555556,150,0.416666667,150
686,2015,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Montevideo Publica,18,t17.19,1,0,0,2,1,Asalariado,Asalariado,1,73,0,1,0,1,1,0,NA,23/02/2015,23/07/2015,NA,NA,0,1,Montevideo,No trabaja,1,2,2,Montevideo Publica,0,0,0,0,0,0,0,0
687,2013,3. Plan 12   ,20,20,20,30,Salto,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,2,2,No trabaja,No trabaja,1,11,0,0,0,0,1,0,NA,NA,15/02/2013,NA,NA,0,0,Interior,No trabaja,2,2,2,Montevideo Privada,0.222222222,20,0.111111111,20,0.074074074,20,0.083333333,30
688,2015,3. Plan 12   ,70,150,150,150,Canelones,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,0,0,0,1,1,Asalariado,Asalariado,1,305,0,0,0,0,1,0,NA,NA,18/02/2015,NA,NA,0,0,Interior,No trabaja,1,1,1,Interior Publica,0.777777778,70,0.833333333,150,0.555555556,150,0.416666667,150
689,2013,3. Plan 12   ,40,70,70,80,Soriano,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,19,t17.19,1,0,0,2,2,Dirección,Asalariado,1,180,0,0,0,1,1,0,NA,4/2/2013,4/2/2013,NA,NA,0,0,Interior,No trabaja,2,2,2,Interior Publica,0.444444444,40,0.388888889,70,0.259259259,70,0.222222222,80
690,2014,3. Plan 12   ,90,160,200,200,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Publica,18,t17.19,1,0,0,2,1,Asalariado,Asalariado,1,110,0,0,0,0,1,0,NA,NA,12/2/2014,NA,NA,0,0,Montevideo,No trabaja,1,2,2,Interior Publica,1,90,0.888888889,160,0.740740741,200,0.555555556,200
691,2012,3. Plan 12   ,90,180,245,320,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,2,3,Cuenta propia,No trabaja,1,15,0,0,0,1,1,1,NA,7/2/2012,7/2/2012,7/2/2012,NA,0,0,Montevideo,No trabaja,3,2,3,Montevideo Privada,1,90,1,180,0.907407407,245,0.888888889,320
692,2014,3. Plan 12   ,50,80,110,110,Montevideo,No posee,No está relacionada,No corresponde,Trabaja de 21 a 30 hrs semanales,Interior Privada,17,t17.19,0,0,1,2,1,Asalariado,Asalariado,1,314,0,0,0,1,1,0,NA,11/2/2014,11/2/2014,NA,NA,0,0,Montevideo,Trabaja menos de 30 horas,1,2,2,Interior Privada,0.555555556,50,0.444444444,80,0.407407407,110,0.305555556,110
693,2015,3. Plan 12   ,70,100,100,100,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,19,t17.19,0,0,0,3,2,Dirección,Asalariado,1,45,0,0,0,0,1,0,NA,NA,10/2/2015,NA,NA,0,0,Montevideo,No trabaja,2,3,3,Montevideo Privada,0.777777778,70,0.555555556,100,0.37037037,100,0.277777778,100
694,2012,3. Plan 12   ,80,140,190,270,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,3,1,Asalariado,Asalariado,1,48,0,0,0,0,1,1,NA,NA,8/2/2012,8/2/2012,NA,0,0,Montevideo,No trabaja,1,3,3,Montevideo Privada,0.888888889,80,0.777777778,140,0.703703704,190,0.75,270
695,2012,3. Plan 12   ,90,120,160,190,San José,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,1,1,Asalariado,No trabaja,1,129,0,0,0,0,1,1,NA,NA,10/2/2012,10/2/2012,NA,0,0,Interior,No trabaja,1,1,1,Interior Publica,1,90,0.666666667,120,0.592592593,160,0.527777778,190
696,2014,3. Plan 12   ,30,80,160,160,Montevideo,Si posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,19,t17.19,0,0,0,2,3,Dirección,Asalariado,1,48,0,0,0,0,1,0,NA,NA,10/2/2014,NA,NA,0,0,Montevideo,No trabaja,3,2,3,Montevideo Privada,0.333333333,30,0.444444444,80,0.592592593,160,0.444444444,160
697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,2015,3. Plan 12   ,20,20,20,20,Soriano,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,0,0,0,3,3,Asalariado,No trabaja,1,151,0,1,0,0,1,0,NA,NA,12/2/2015,NA,NA,0,1,Interior,No trabaja,3,3,3,Interior Publica,0.222222222,20,0.111111111,20,0.074074074,20,0.055555556,20
699,2012,3. Plan 12   ,0,0,20,20,Lavalleja,No posee,No está relacionada,No corresponde,Trabaja más de 40 hrs semanales,Montevideo Publica,22,t20.22,1,0,1,1,1,Asalariado,No trabaja,1,70,1,1,0,1,1,0,NA,15/02/2012,15/02/2012,NA,19/02/2013,0,1,Interior,Trabaja mas de 30 horas,1,1,1,Montevideo Publica,0,0,0,0,0.074074074,20,0.055555556,20
700,2014,3. Plan 12   ,90,160,230,230,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Montevideo Privada,17,t17.19,0,0,0,2,3,Asalariado,Asalariado,1,16,0,0,0,0,1,0,NA,NA,10/2/2014,NA,NA,0,0,Montevideo,No trabaja,3,2,3,Montevideo Privada,1,90,0.888888889,160,0.851851852,230,0.638888889,230
701,2014,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Privada,18,t17.19,0,0,0,1,1,Dirección,Asalariado,1,314,0,0,0,0,1,0,NA,NA,11/2/2014,NA,NA,0,0,Montevideo,No trabaja,1,1,1,Interior Privada,0,0,0,0,0,0,0,0
702,2012,3. Plan 12   ,70,110,130,180,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,2,3,Dirección,Dirección,1,12,0,0,0,1,1,1,NA,7/2/2012,7/2/2012,7/2/2012,NA,0,0,Montevideo,No trabaja,3,2,3,Montevideo Privada,0.777777778,70,0.611111111,110,0.481481481,130,0.5,180
703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,2015,3. Plan 12   ,90,150,150,150,Cerro Largo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Privada,18,t17.19,1,0,0,3,3,Asalariado,Asalariado,1,42,0,0,0,0,1,0,NA,NA,11/2/2015,NA,NA,0,0,Interior,No trabaja,3,3,3,Interior Privada,1,90,0.833333333,150,0.555555556,150,0.416666667,150
705,2015,3. Plan 12   ,60,130,130,130,Maldonado,Si posee,No corresponde,Trabajó y busca trabajo,No corresponde,Interior Publica,19,t17.19,0,0,0,1,1,Asalariado,Asalariado,1,130,0,0,0,0,1,0,NA,NA,24/02/2015,NA,NA,0,0,Interior,No trabaja,1,1,1,Interior Publica,0.666666667,60,0.722222222,130,0.481481481,130,0.361111111,130
706,2014,3. Plan 12   ,20,40,40,40,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Publica,19,t17.19,0,0,0,1,2,Asalariado,Asalariado,1,158,0,0,0,0,1,0,NA,NA,18/02/2014,NA,NA,0,0,Montevideo,No trabaja,2,1,2,Interior Publica,0.222222222,20,0.222222222,40,0.148148148,40,0.111111111,40
707,2013,3. Plan 12   ,80,130,190,250,Treinta y Tres,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,1,1,Asalariado,Asalariado,1,188,0,0,0,0,1,1,NA,NA,15/02/2013,15/02/2013,NA,0,0,Interior,No trabaja,1,1,1,Interior Publica,0.888888889,80,0.722222222,130,0.703703704,190,0.694444444,250
708,2012,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,UTU Montevideo,18,t17.19,0,0,0,2,1,Dirección,No trabaja,1,194,0,0,0,0,1,0,NA,NA,7/3/2012,NA,NA,0,0,Montevideo,No trabaja,1,2,2,Montevideo Publica,0,0,0,0,0,0,0,0
709,2015,3. Plan 12   ,80,170,170,170,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,1,3,Asalariado,Asalariado,1,16,0,0,0,1,1,0,NA,10/2/2015,10/2/2015,NA,NA,0,0,Montevideo,No trabaja,3,1,3,Montevideo Privada,0.888888889,80,0.944444444,170,0.62962963,170,0.472222222,170
710,2014,3. Plan 12   ,80,140,190,190,Colonia,No posee,No corresponde,Trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,1,3,Asalariado,Asalariado,1,344,0,0,0,1,1,0,NA,10/2/2014,10/2/2014,NA,NA,0,0,Interior,No trabaja,3,1,3,Interior Publica,0.888888889,80,0.777777778,140,0.703703704,190,0.527777778,190
711,2015,3. Plan 12   ,30,30,30,30,Montevideo,No posee,No corresponde,Trabajó y busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,3,3,Asalariado,Asalariado,1,204,0,0,0,0,1,0,NA,NA,9/2/2015,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Montevideo Privada,0.333333333,30,0.166666667,30,0.111111111,30,0.083333333,30
712,2014,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Trabajó y busca trabajo,No corresponde,Montevideo Publica,18,t17.19,0,0,0,1,3,Asalariado,Asalariado,1,348,0,1,0,0,1,0,NA,NA,13/02/2014,NA,NA,0,1,Montevideo,No trabaja,3,1,3,Montevideo Publica,0,0,0,0,0,0,0,0
713,2014,3. Plan 12   ,60,120,160,160,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,3,3,Asalariado,Asalariado,1,49,0,0,0,0,1,0,NA,NA,6/3/2014,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Montevideo Privada,0.666666667,60,0.666666667,120,0.592592593,160,0.444444444,160
714,2012,3. Plan 12   ,0,0,0,0,Montevideo,Si posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Publica,19,t17.19,0,0,0,2,2,Asalariado,Asalariado,1,179,0,0,0,0,1,0,NA,NA,6/2/2012,NA,NA,0,0,Montevideo,No trabaja,2,2,2,Interior Publica,0,0,0,0,0,0,0,0
715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,2014,3. Plan 12   ,90,180,270,270,Montevideo,No posee,No corresponde,Trabajó y busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,2,1,Dirección,Dirección,1,309,0,0,0,1,1,0,NA,11/2/2014,11/2/2014,NA,NA,0,0,Montevideo,No trabaja,1,2,2,Montevideo Privada,1,90,1,180,1,270,0.75,270
717,2014,3. Plan 12   ,20,20,20,20,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,1,2,Asalariado,Asalariado,1,12,0,1,0,0,1,0,NA,NA,11/2/2014,NA,NA,0,1,Montevideo,No trabaja,2,1,2,Montevideo Privada,0.222222222,20,0.111111111,20,0.074074074,20,0.055555556,20
718,2012,3. Plan 12   ,30,40,40,40,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,1,1,Asalariado,Asalariado,1,205,0,0,0,1,1,0,NA,5/3/2012,5/3/2012,NA,NA,0,0,Montevideo,No trabaja,1,1,1,Montevideo Privada,0.333333333,30,0.222222222,40,0.148148148,40,0.111111111,40
719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,2013,3. Plan 12   ,80,120,180,250,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,0,0,0,1,3,No trabaja,Asalariado,1,106,0,0,0,1,1,1,NA,5/2/2013,5/2/2013,5/2/2013,NA,0,0,Montevideo,No trabaja,3,1,3,Interior Publica,0.888888889,80,0.666666667,120,0.666666667,180,0.694444444,250
721,2015,3. Plan 12   ,30,90,90,90,Soriano,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,0,0,0,2,2,Asalariado,No trabaja,1,180,0,0,0,1,1,0,NA,3/3/2015,3/3/2015,NA,NA,0,0,Interior,No trabaja,2,2,2,Interior Publica,0.333333333,30,0.5,90,0.333333333,90,0.25,90
722,2014,3. Plan 12   ,40,90,130,130,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,3,3,Asalariado,Asalariado,1,318,0,1,0,1,1,0,NA,17/02/2014,17/02/2014,NA,NA,0,1,Montevideo,No trabaja,3,3,3,Montevideo Privada,0.444444444,40,0.5,90,0.481481481,130,0.361111111,130
723,2013,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Montevideo Publica,18,t17.19,1,0,0,NA,1,Sin dato,No trabaja,1,68,0,0,0,0,1,0,NA,NA,5/2/2013,NA,NA,0,0,Montevideo,No trabaja,1,NA,1,Montevideo Publica,0,0,0,0,0,0,0,0
724,2015,3. Plan 12   ,90,190,190,190,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,3,3,Dirección,Asalariado,1,204,0,0,0,1,1,0,NA,9/2/2015,9/2/2015,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Montevideo Privada,1,90,105.555.555.555.556,190,0.703703704,190,0.527777778,190
725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,2014,3. Plan 12   ,20,20,20,20,Montevideo,No posee,Está parcialmente relacionada,No corresponde,Trabaja de 10 a 20 hrs semanales,Montevideo Publica,18,t17.19,1,0,1,3,3,Dirección,Asalariado,1,60,0,0,0,0,1,0,NA,NA,10/2/2014,NA,NA,0,0,Montevideo,Trabaja menos de 30 horas,3,3,3,Montevideo Publica,0.222222222,20,0.111111111,20,0.074074074,20,0.055555556,20
727,2015,3. Plan 12   ,50,50,50,50,Montevideo,No posee,No corresponde,Trabajó y no busca trabajo,No corresponde,Montevideo Publica,18,t17.19,1,0,0,2,2,Asalariado,Asalariado,1,63,0,1,0,0,1,0,NA,NA,25/02/2015,NA,NA,0,1,Montevideo,No trabaja,2,2,2,Montevideo Publica,0.555555556,50,0.277777778,50,0.185185185,50,0.138888889,50
728,2013,3. Plan 12   ,60,120,180,220,Canelones,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Publica,18,t17.19,1,0,0,2,3,Asalariado,Asalariado,1,305,0,0,0,0,1,0,NA,NA,4/2/2013,NA,NA,0,0,Interior,No trabaja,3,2,3,Interior Publica,0.666666667,60,0.666666667,120,0.666666667,180,0.611111111,220
729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,2013,3. Plan 12   ,60,100,170,180,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Montevideo Publica,18,t17.19,0,0,0,2,3,Cuenta propia,Asalariado,1,73,0,0,0,0,1,0,NA,NA,5/3/2013,NA,NA,0,0,Montevideo,No trabaja,3,2,3,Montevideo Publica,0.666666667,60,0.555555556,100,0.62962963,170,0.5,180
731,2013,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No está relacionada,No corresponde,Trabaja más de 40 hrs semanales,Interior Publica,20,t20.22,0,0,1,2,3,Asalariado,Dirección,1,179,1,0,0,0,1,0,NA,NA,22/02/2013,NA,1/2/2014,0,1,Montevideo,Trabaja mas de 30 horas,3,2,3,Interior Publica,0,0,0,0,0,0,0,0
732,2013,3. Plan 12   ,30,40,80,80,Florida,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,1,2,Cuenta propia,Asalariado,1,175,0,0,0,1,1,0,NA,20/02/2013,20/02/2013,NA,NA,0,0,Interior,No trabaja,2,1,2,Interior Publica,0.333333333,30,0.222222222,40,0.296296296,80,0.222222222,80
733,2015,3. Plan 12   ,30,30,30,30,Montevideo,No posee,No corresponde,Trabajó y busca trabajo,No corresponde,Montevideo Privada,20,t20.22,1,0,0,1,1,Asalariado,Asalariado,1,312,0,1,0,0,1,1,NA,NA,15/07/2015,25/02/2015,NA,0,1,Montevideo,No trabaja,1,1,1,Montevideo Privada,0.333333333,30,0.166666667,30,0.111111111,30,0.083333333,30
734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,2015,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Privada,17,t17.19,1,0,0,3,3,Asalariado,Asalariado,1,941,0,0,0,0,1,0,NA,NA,19/02/2015,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Interior Privada,0,0,0,0,0,0,0,0
736,2012,3. Plan 12   ,0,0,0,0,Rocha,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,UTU Interior,22,t20.22,1,0,0,3,1,Sin dato,Asalariado,1,193,0,0,0,1,1,0,NA,7/3/2012,7/3/2012,NA,NA,0,0,Interior,No trabaja,1,3,3,Interior Publica,0,0,0,0,0,0,0,0
737,2014,3. Plan 12   ,0,0,10,10,Montevideo,No posee,No corresponde,Trabajó y no busca trabajo,No corresponde,Interior Publica,22,t20.22,1,0,0,3,3,Dirección,Asalariado,1,503,0,0,0,1,1,0,NA,7/3/2014,7/3/2014,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Interior Publica,0,0,0,0,0.037037037,10,0.027777778,10
738,2012,3. Plan 12   ,80,150,190,260,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,19,t17.19,1,0,0,3,1,Sin dato,Asalariado,1,170,0,0,0,0,1,1,NA,NA,7/2/2012,7/2/2012,NA,0,0,Montevideo,No trabaja,1,3,3,Interior Publica,0.888888889,80,0.833333333,150,0.703703704,190,0.722222222,260
739,2013,3. Plan 12   ,80,170,250,320,Montevideo,No posee,No corresponde,Busca trabajo por primera vez,No corresponde,Interior Publica,18,t17.19,0,0,0,3,3,Asalariado,Asalariado,1,168,0,0,0,1,1,0,NA,6/3/2013,6/3/2013,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Interior Publica,0.888888889,80,0.944444444,170,0.925925926,250,0.888888889,320
740,2015,3. Plan 12   ,80,170,170,170,Montevideo,No posee,No corresponde,Trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,3,2,Asalariado,Asalariado,1,56,0,0,0,0,1,0,NA,NA,10/2/2015,NA,NA,0,0,Montevideo,No trabaja,2,3,3,Montevideo Privada,0.888888889,80,0.944444444,170,0.62962963,170,0.472222222,170
741,2015,3. Plan 12   ,80,180,180,180,Colonia,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,1,1,Asalariado,Dirección,1,193,0,0,0,0,1,0,NA,NA,10/2/2015,NA,NA,0,0,Interior,No trabaja,1,1,1,Interior Publica,0.888888889,80,1,180,0.666666667,180,0.5,180
742,2015,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Trabajó y no busca trabajo,No corresponde,Interior Privada,18,t17.19,0,0,0,2,3,Asalariado,Asalariado,1,219,0,0,0,0,1,0,NA,NA,25/02/2015,NA,NA,0,0,Montevideo,No trabaja,3,2,3,Interior Privada,0,0,0,0,0,0,0,0
743,2012,3. Plan 12   ,50,80,100,130,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,0,0,0,2,2,Dirección,Asalariado,1,15,0,0,0,0,1,0,NA,NA,7/2/2012,NA,NA,0,0,Montevideo,No trabaja,2,2,2,Montevideo Privada,0.555555556,50,0.444444444,80,0.37037037,100,0.361111111,130
744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,2012,3. Plan 12   ,70,110,190,285,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,2,2,Asalariado,Asalariado,1,204,0,0,0,1,1,1,NA,5/3/2012,5/3/2012,5/3/2012,NA,0,0,Montevideo,No trabaja,2,2,2,Montevideo Privada,0.777777778,70,0.611111111,110,0.703703704,190,0.791666667,285
746,2015,3. Plan 12   ,50,80,80,80,Montevideo,Si posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,19,t17.19,0,0,0,1,2,Asalariado,Asalariado,1,322,0,1,0,1,1,0,NA,4/3/2015,4/3/2015,NA,NA,0,1,Montevideo,No trabaja,2,1,2,Interior Publica,0.555555556,50,0.444444444,80,0.296296296,80,0.222222222,80
747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,2012,3. Plan 12   ,20,20,20,20,Montevideo,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,3,3,Asalariado,No trabaja,1,46,0,0,0,0,1,0,NA,NA,7/2/2012,NA,NA,0,0,Montevideo,No trabaja,3,3,3,Montevideo Privada,0.222222222,20,0.111111111,20,0.074074074,20,0.055555556,20
750,2015,3. Plan 12   ,70,110,110,110,Paysandú,No posee,No corresponde,No trabajó y no busca trabajo,No corresponde,Interior Publica,18,t17.19,1,0,0,1,1,Asalariado,Asalariado,1,144,0,0,0,1,1,0,NA,13/02/2015,13/02/2015,NA,NA,0,0,Interior,No trabaja,1,1,1,Interior Publica,0.777777778,70,0.611111111,110,0.407407407,110,0.305555556,110
751,2014,3. Plan 12   ,0,0,0,0,Montevideo,No posee,No corresponde,Trabajó y no busca trabajo,No corresponde,Montevideo Privada,18,t17.19,1,0,0,1,2,Asalariado,Asalariado,1,403,0,0,0,0,1,0,NA,NA,11/2/2014,NA,NA,0,0,Montevideo,No trabaja,2,1,2,Montevideo Privada,0,0,0,0,0,0,0,0
752,2013,3. Plan 12   ,30,90,150,230,Montevideo,No posee,No está relacionada,No corresponde,Trabaja menos de 10 hrs semanales,Montevideo Privada,18,t17.19,0,0,1,3,3,Dirección,Asalariado,1,48,0,0,0,1,1,0,NA,5/2/2013,5/2/2013,NA,NA,0,0,Montevideo,Trabaja menos de 30 horas,3,3,3,Montevideo Privada,0.333333333,30,0.5,90,0.555555556,150,0.638888889,230
